h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
drug_delivery_device,contains,clinical_drug,0.5204748511314392,1.4155844155844155,63,32.5,7,16,30,12,0.0,63,32.5
medical_device,causes,experimental_model_of_disease,0.8126329183578491,9.547863715556478,148,75.0,8,16,76,50,0.0,119,60.5
health_care_related_organization,issue_in,occupation_or_discipline,0.9309042096138,1.125,137,69.5,2,16,118,3,0.0,133,67.5
laboratory_procedure,associated_with,acquired_abnormality,0.6472238302230835,6.0408478298910335,188,95.0,19,53,68,50,0.0,161,81.5
disease_or_syndrome,process_of,rickettsia_or_chlamydia,0.8066999912261963,6.554454855801889,195,98.5,79,60,32,26,0.0,149,75.5
anatomical_structure,part_of,virus,0.5932714343070984,19.390069277236766,84,43.0,10,18,34,24,0.0,75,38.5
enzyme,ingredient_of,clinical_drug,0.873360812664032,9.011466309154072,118,60.0,41,37,30,12,0.0,100,51.0
inorganic_chemical,causes,injury_or_poisoning,0.48249557614326477,7.631338297963486,151,76.5,13,36,65,39,0.0,126,64.0
natural_phenomenon_or_process,process_of,cell_or_molecular_dysfunction,0.8446136116981506,11.880995712017354,201,101.5,43,21,79,60,0.0,141,71.5
hormone,causes,anatomical_abnormality,0.7926726341247559,7.766058847267485,187,94.5,35,34,69,51,0.0,152,77.0
lipid,interacts_with,element_ion_or_isotope,0.3403528332710266,6.086471452654656,97,49.5,18,37,10,34,0.0,94,48.0
fully_formed_anatomical_structure,location_of,mental_process,0.5908938646316528,4.29842199959269,178,90.0,18,41,71,50,0.0,144,73.0
anatomical_abnormality,occurs_in,population_group,0.6165096163749695,23.50876582627252,170,86.0,69,51,15,37,0.0,134,68.0
professional_or_occupational_group,performs,educational_activity,0.5167925953865051,14.817934974511491,66,34.0,11,33,11,13,0.0,60,31.0
nucleic_acid_nucleoside_or_nucleotide,affects,organism_function,0.8904570937156677,4.070737538716445,163,82.5,10,42,65,48,0.0,137,69.5
experimental_model_of_disease,occurs_in,neoplastic_process,0.36358681321144104,2.9838550888582858,264,133.0,76,50,80,60,0.0,198,100.0
organic_chemical,affects,molecular_function,0.8266518712043762,3.079968741110046,157,79.5,14,38,60,47,0.0,127,64.5
cell_component,location_of,virus,0.5888661742210388,1.3220451966592777,120,61.0,12,52,34,24,0.0,102,52.0
neoplastic_process,process_of,reptile,0.7324844598770142,6.567969243926096,182,92.0,80,60,33,11,0.0,144,73.0
organophosphorus_compound,interacts_with,biomedical_or_dental_material,0.5425550937652588,5.840973896011238,94,48.0,14,38,13,31,0.0,93,47.5
laboratory_procedure,diagnoses,congenital_abnormality,0.7465118169784546,6.6608950933142195,187,94.5,19,53,67,50,0.0,159,80.5
cell,produces,nucleic_acid_nucleoside_or_nucleotide,0.5106484889984131,10.608920027676575,117,59.5,14,53,10,42,0.0,110,56.0
phenomenon_or_process,result_of,natural_phenomenon_or_process,0.6334187984466553,1.1052631578947367,105,53.5,21,22,43,21,0.0,70,36.0
hazardous_or_poisonous_substance,disrupts,physiologic_function,0.8313144445419312,3.087380438637243,161,81.5,26,28,61,48,0.0,136,69.0
experimental_model_of_disease,process_of,genetic_function,0.8060591220855713,4.317163516096483,237,119.5,76,50,64,49,0.0,181,91.5
chemical_viewed_structurally,isa,entity,0.8427332639694214,1.331475237957389,131,66.5,13,40,78,2,0.0,122,62.0
group_attribute,issue_in,biomedical_occupation_or_discipline,0.7783498764038086,1.0,122,62.0,3,9,110,2,0.0,120,61.0
eicosanoid,isa,chemical_viewed_structurally,0.3356119990348816,11.245296821087846,103,52.5,16,36,13,40,0.0,95,48.5
immunologic_factor,indicates,cell_or_molecular_dysfunction,0.7502970099449158,7.945296037739615,221,111.5,45,39,79,60,0.0,157,79.5
biologic_function,affects,amphibian,0.7053520679473877,4.041674081817873,149,75.5,59,45,34,13,0.0,123,62.5
injury_or_poisoning,result_of,acquired_abnormality,0.4501323103904724,2.979148320560482,220,111.0,65,39,68,50,0.0,178,90.0
hazardous_or_poisonous_substance,complicates,acquired_abnormality,0.5579705238342285,5.935595279903629,170,86.0,26,28,68,50,0.0,152,77.0
mental_or_behavioral_dysfunction,result_of,experimental_model_of_disease,0.6733164191246033,3.647450443943915,262,132.0,85,53,76,50,0.0,192,97.0
biologic_function,affects,fungus,0.5986722111701965,3.7930985525878342,156,79.0,59,45,27,27,0.0,128,65.0
drug_delivery_device,issue_in,occupation_or_discipline,0.9033505320549011,2.182857142857143,142,72.0,7,16,118,3,0.0,139,70.5
organ_or_tissue_function,affects,archaeon,0.7025114297866821,4.922705463483622,149,75.5,65,47,34,5,0.0,122,62.0
physiologic_function,affects,mental_or_behavioral_dysfunction,0.6694602966308594,5.81739445443161,245,123.5,61,48,85,53,0.0,179,90.5
organism_function,affects,organism_attribute,0.3625253736972809,6.496848050124102,167,84.5,65,48,21,35,0.0,134,68.0
biomedical_or_dental_material,isa,physical_object,0.8167322278022766,1.1670714845553685,99,50.5,13,31,56,1,0.0,99,50.5
therapeutic_or_preventive_procedure,complicates,organism_function,0.5717528462409973,8.805220910478056,167,84.5,28,28,65,48,0.0,133,67.5
health_care_related_organization,carries_out,diagnostic_procedure,0.7421857118606567,28.41813089872532,100,51.0,2,16,26,58,0.0,93,47.5
molecular_biology_research_technique,measures,carbohydrate,0.5902843475341797,6.794816333449705,107,54.5,9,48,14,38,0.0,106,54.0
laboratory_procedure,affects,pathologic_function,0.7669563293457031,6.979970619198978,208,105.0,19,53,77,61,0.0,162,82.0
laboratory_procedure,measures,biologic_function,0.7110597491264343,4.753829588554575,174,88.0,19,53,59,45,0.0,141,71.5
neoplastic_process,associated_with,pathologic_function,0.2749035358428955,1.730217391827299,276,139.0,80,60,77,61,0.0,202,102.0
amino_acid_peptide_or_protein,interacts_with,hazardous_or_poisonous_substance,0.7063781023025513,5.600923765655257,104,53.0,14,38,26,28,0.0,103,52.5
fully_formed_anatomical_structure,location_of,neoplastic_process,0.7573555707931519,9.804468837344414,197,99.5,18,41,80,60,0.0,155,78.5
mental_or_behavioral_dysfunction,isa,disease_or_syndrome,0.051446184515953064,3.441312219423338,275,138.5,85,53,79,60,0.0,194,98.0
mental_process,affects,virus,0.6819725632667542,14.454837395952737,177,89.5,71,50,34,24,0.0,139,70.5
enzyme,causes,experimental_model_of_disease,0.9170387983322144,5.386874811158481,202,102.0,41,37,76,50,0.0,155,78.5
laboratory_or_test_result,associated_with,acquired_abnormality,0.7947860360145569,4.417608489373716,163,82.5,0,47,68,50,0.0,145,73.5
antibiotic,disrupts,embryonic_structure,0.39662081003189087,5.287003342327623,94,48.0,15,39,9,33,0.0,92,47.0
molecular_function,process_of,pathologic_function,0.8499314188957214,6.77340113791234,243,122.5,60,47,77,61,0.0,180,91.0
hazardous_or_poisonous_substance,affects,mental_process,0.7888452410697937,4.555745125291856,173,87.5,26,28,71,50,0.0,144,73.0
chemical,isa,substance,0.42697784304618835,2.70866210573828,78,40.0,27,18,24,11,0.0,78,40.0
finding,evaluation_of,cell_or_molecular_dysfunction,0.8552365899085999,9.582733623184337,162,82.0,2,23,79,60,0.0,120,61.0
organ_or_tissue_function,process_of,pathologic_function,0.7872456908226013,7.937765895094799,248,125.0,65,47,77,61,0.0,184,93.0
therapeutic_or_preventive_procedure,treats,acquired_abnormality,0.7871580719947815,10.342867097449233,172,87.0,28,28,68,50,0.0,145,73.5
anatomical_abnormality,occurs_in,professional_or_occupational_group,0.5018178820610046,75.37374043924197,162,82.0,69,51,11,33,0.0,133,67.5
research_activity,associated_with,congenital_abnormality,0.8783502578735352,7.972333912249117,171,86.5,11,45,67,50,0.0,152,77.0
antibiotic,complicates,molecular_function,0.8213275671005249,2.656717029371492,159,80.5,15,39,60,47,0.0,132,67.0
biologic_function,result_of,mental_process,0.8875089883804321,3.0625469872632975,223,112.5,59,45,71,50,0.0,170,86.0
daily_or_recreational_activity,associated_with,congenital_abnormality,0.549694299697876,21.490309627075344,129,65.5,5,9,67,50,0.0,110,56.0
steroid,affects,organ_or_tissue_function,0.885569155216217,3.1464915764379966,163,82.5,16,37,65,47,0.0,134,68.0
body_substance,consists_of,carbohydrate,0.46956291794776917,33.0936355517499,103,52.5,26,27,14,38,0.0,94,48.0
alga,interacts_with,organism,0.8720787167549133,1.122343117408907,88,45.0,25,21,41,3,0.0,88,45.0
steroid,isa,chemical,0.666997492313385,1.9175784446627429,96,49.0,16,37,27,18,0.0,94,48.0
genetic_function,affects,invertebrate,0.753502607345581,5.183669616557858,155,78.5,64,49,28,16,0.0,125,63.5
chemical,causes,pathologic_function,0.7403224110603333,12.424857749975951,181,91.5,27,18,77,61,0.0,144,73.0
sign_or_symptom,isa,conceptual_entity,0.3835535943508148,3.071156351258013,58,30.0,4,25,28,3,0.0,57,29.5
injury_or_poisoning,occurs_in,family_group,0.6549180150032043,28.006203432093635,146,74.0,65,39,17,27,0.0,118,60.0
experimental_model_of_disease,co-occurs_with,congenital_abnormality,0.6224551200866699,4.04776351206584,241,121.5,76,50,67,50,0.0,193,97.5
amino_acid_peptide_or_protein,causes,pathologic_function,0.869975209236145,14.286808468040798,188,95.0,14,38,77,61,0.0,150,76.0
organism_function,co-occurs_with,organ_or_tissue_function,0.49463406205177307,1.324291031549096,223,112.5,65,48,65,47,0.0,171,86.5
bacterium,interacts_with,bird,0.6199703812599182,2.0920128852095328,95,48.5,29,22,33,13,0.0,87,44.5
enzyme,complicates,congenital_abnormality,0.7676217555999756,8.577899478357955,193,97.5,41,37,67,50,0.0,156,79.0
chemical_viewed_functionally,interacts_with,indicator_reagent_or_diagnostic_aid,0.6626420021057129,1.2556410980324022,98,50.0,21,31,25,23,0.0,90,46.0
steroid,interacts_with,indicator_reagent_or_diagnostic_aid,0.7548205256462097,2.0696670264932107,99,50.5,16,37,25,23,0.0,96,49.0
behavior,associated_with,clinical_attribute,0.32239118218421936,29.75404012018168,103,52.5,27,17,25,36,0.0,82,42.0
organism_function,affects,neoplastic_process,0.8197857141494751,4.681586785852169,251,126.5,65,48,80,60,0.0,189,95.5
antibiotic,prevents,cell_or_molecular_dysfunction,0.6963043808937073,6.916083218182634,191,96.5,15,39,79,60,0.0,148,75.0
anatomical_abnormality,result_of,human_caused_phenomenon_or_process,0.45686739683151245,9.741867008939506,148,75.0,69,51,14,16,0.0,115,58.5
laboratory_procedure,associated_with,experimental_model_of_disease,0.8010175228118896,5.622543470765319,196,99.0,19,53,76,50,0.0,158,80.0
cell_function,produces,immunologic_factor,0.7991758584976196,7.96967274316251,195,98.5,64,49,45,39,0.0,145,73.5
pharmacologic_substance,treats,pathologic_function,0.6755818724632263,6.433072363154592,194,98.0,14,44,77,61,0.0,156,79.0
acquired_abnormality,affects,alga,0.6530502438545227,6.946447255662104,162,82.0,68,50,25,21,0.0,144,73.0
pathologic_function,precedes,experimental_model_of_disease,0.491643488407135,1.4147715452228635,262,132.0,77,61,76,50,0.0,196,99.0
hormone,causes,congenital_abnormality,0.8292373418807983,7.822767003872809,184,93.0,35,34,67,50,0.0,153,77.5
embryonic_structure,part_of,rickettsia_or_chlamydia,0.7224327325820923,2.1425591490680667,98,50.0,9,33,32,26,0.0,91,46.5
anatomical_abnormality,location_of,neoplastic_process,0.7196169495582581,3.042319922087055,258,130.0,69,51,80,60,0.0,198,100.0
physiologic_function,result_of,environmental_effect_of_humans,0.5865824818611145,5.801974879144443,143,72.5,61,48,17,19,0.0,104,53.0
professional_or_occupational_group,performs,individual_behavior,0.4930623173713684,5.619704263389645,91,46.5,11,33,22,27,0.0,69,35.5
mental_or_behavioral_dysfunction,process_of,human,0.39852577447891235,7.301584724262966,183,92.5,85,53,38,9,0.0,140,71.0
health_care_related_organization,carries_out,educational_activity,0.5562804341316223,4.455720809258519,40,21.0,2,16,11,13,0.0,39,20.5
research_activity,associated_with,disease_or_syndrome,0.7108888030052185,8.070388226333492,193,97.5,11,45,79,60,0.0,153,77.5
element_ion_or_isotope,causes,disease_or_syndrome,0.7979363799095154,7.471336761444459,181,91.5,10,34,79,60,0.0,140,71.0
physiologic_function,process_of,archaeon,0.7745532989501953,4.222241584293882,146,74.0,61,48,34,5,0.0,121,61.5
clinical_attribute,measurement_of,genetic_function,0.7579922080039978,5.995997177511648,172,87.0,25,36,64,49,0.0,133,67.5
pharmacologic_substance,diagnoses,neoplastic_process,0.7876045107841492,6.319483783577929,196,99.0,14,44,80,60,0.0,158,80.0
gene_or_genome,part_of,bacterium,0.7048631310462952,2.5874709196219494,110,56.0,11,50,29,22,0.0,98,50.0
substance,issue_in,biomedical_occupation_or_discipline,0.5140761733055115,1.3012876785291565,145,73.5,24,11,110,2,0.0,143,72.5
laboratory_or_test_result,indicates,cell_function,0.7254701852798462,2.462173391623856,158,80.0,0,47,64,49,0.0,130,66.0
mental_process,co-occurs_with,cell_function,0.5147990584373474,11.573013613720887,232,117.0,71,50,64,49,0.0,175,88.5
disease_or_syndrome,process_of,molecular_function,0.8123288154602051,4.037684255517383,244,123.0,79,60,60,47,0.0,178,90.0
mental_or_behavioral_dysfunction,degree_of,neoplastic_process,0.5796912312507629,4.683987539272571,276,139.0,85,53,80,60,0.0,198,100.0
fully_formed_anatomical_structure,produces,organic_chemical,0.4072607159614563,13.20728942514056,109,55.5,18,41,14,38,0.0,100,51.0
amino_acid_peptide_or_protein,issue_in,occupation_or_discipline,0.8545178771018982,2.1123049026345515,171,86.5,14,38,118,3,0.0,167,84.5
molecular_function,process_of,mental_process,0.662671685218811,2.6855481030937276,226,114.0,60,47,71,50,0.0,171,86.5
geographic_area,associated_with,mental_or_behavioral_dysfunction,0.7253389358520508,16.74617998283852,152,77.0,3,13,85,53,0.0,111,56.5
bacterium,causes,neoplastic_process,0.7626840472221375,16.478551021659957,189,95.5,29,22,80,60,0.0,146,74.0
molecular_function,affects,biologic_function,0.4921986758708954,1.698277263675553,209,105.5,60,47,59,45,0.0,159,80.5
experimental_model_of_disease,affects,fish,0.8068007826805115,6.278320750735421,170,86.0,76,50,35,11,0.0,139,70.5
behavior,associated_with,professional_or_occupational_group,0.2695261538028717,89.962110912938,86,44.0,27,17,11,33,0.0,71,36.5
vitamin,affects,cell_function,0.7692903280258179,3.4036797337421056,187,94.5,39,37,64,49,0.0,145,73.5
biomedical_or_dental_material,isa,chemical_viewed_functionally,0.2455911487340927,3.873778998778999,94,48.0,13,31,21,31,0.0,87,44.5
nucleic_acid_nucleoside_or_nucleotide,ingredient_of,clinical_drug,0.8960045576095581,2.7050445540535053,92,47.0,10,42,30,12,0.0,91,46.5
body_part_organ_or_organ_component,surrounds,tissue,0.23150219023227692,3.042387318563789,135,68.5,15,53,16,53,0.0,117,59.5
anatomical_abnormality,result_of,physiologic_function,0.7972126007080078,4.219389615596536,227,114.5,69,51,61,48,0.0,179,90.5
organism_function,result_of,cell_function,0.8115118741989136,1.4612179487179489,224,113.0,65,48,64,49,0.0,171,86.5
cell_or_molecular_dysfunction,result_of,congenital_abnormality,0.6229500770568848,3.126427437519132,254,128.0,79,60,67,50,0.0,193,97.5
organic_chemical,affects,disease_or_syndrome,0.7050755023956299,7.788858615350306,189,95.5,14,38,79,60,0.0,145,73.5
indicator_reagent_or_diagnostic_aid,affects,mental_process,0.6418241262435913,6.064620809108164,167,84.5,25,23,71,50,0.0,137,69.5
anatomical_abnormality,part_of,fungus,0.6300303936004639,6.557050246079343,172,87.0,69,51,27,27,0.0,145,73.5
body_location_or_region,result_of,mental_process,0.3752825856208801,6.741167332526518,142,72.0,1,22,71,50,0.0,112,57.0
phenomenon_or_process,result_of,injury_or_poisoning,0.6310754418373108,16.448904165131125,145,73.5,21,22,65,39,0.0,104,53.0
health_care_activity,associated_with,cell_or_molecular_dysfunction,0.8062095642089844,13.484024769699083,175,88.5,17,21,79,60,0.0,127,64.5
research_activity,associated_with,acquired_abnormality,0.8780784010887146,7.159016964610526,172,87.0,11,45,68,50,0.0,154,78.0
laboratory_or_test_result,indicates,mental_or_behavioral_dysfunction,0.8628790378570557,3.9925480160285742,183,92.5,0,47,85,53,0.0,142,72.0
finding,manifestation_of,pathologic_function,0.6612305641174316,8.979472403012167,161,81.5,2,23,77,61,0.0,124,63.0
substance,causes,acquired_abnormality,0.8280612826347351,13.308591670062281,151,76.5,24,11,68,50,0.0,133,67.5
cell_function,process_of,experimental_model_of_disease,0.8181287050247192,4.475174861785688,237,119.5,64,49,76,50,0.0,180,91.0
antibiotic,causes,experimental_model_of_disease,0.8748734593391418,4.747450286249768,178,90.0,15,39,76,50,0.0,148,75.0
antibiotic,affects,experimental_model_of_disease,0.5670827031135559,4.747450286249768,178,90.0,15,39,76,50,0.0,148,75.0
sign_or_symptom,associated_with,injury_or_poisoning,0.5312618017196655,15.451406926654744,131,66.5,4,25,65,39,0.0,107,54.5
organ_or_tissue_function,precedes,genetic_function,0.8292218446731567,1.8991682697616814,223,112.5,65,47,64,49,0.0,169,85.5
indicator_reagent_or_diagnostic_aid,issue_in,occupation_or_discipline,0.7472455501556396,2.172394325921252,167,84.5,25,23,118,3,0.0,163,82.5
molecular_biology_research_technique,measures,disease_or_syndrome,0.617672860622406,7.0927537536649865,194,98.0,9,48,79,60,0.0,154,78.0
cell,part_of,mammal,0.7605651617050171,1.548027110712533,110,56.0,14,53,36,9,0.0,103,52.5
amino_acid_peptide_or_protein,affects,cell_function,0.8958088755607605,6.004597870081037,163,82.5,14,38,64,49,0.0,134,68.0
disease_or_syndrome,co-occurs_with,cell_or_molecular_dysfunction,0.7074135541915894,1.630623929733837,276,139.0,79,60,79,60,0.0,194,98.0
finding,evaluation_of,mental_or_behavioral_dysfunction,0.837352991104126,9.466850428201376,161,81.5,2,23,85,53,0.0,120,61.0
nucleic_acid_nucleoside_or_nucleotide,causes,experimental_model_of_disease,0.9346369504928589,5.360943093689588,176,89.0,10,42,76,50,0.0,146,74.0
neuroreactive_substance_or_biogenic_amine,affects,organ_or_tissue_function,0.8380733728408813,3.213739525149935,185,93.5,35,40,65,47,0.0,141,71.5
anatomical_abnormality,location_of,disease_or_syndrome,0.6031683087348938,4.425457747271859,257,129.5,69,51,79,60,0.0,194,98.0
anatomical_abnormality,affects,amphibian,0.6629260778427124,6.159962575933602,165,83.5,69,51,34,13,0.0,140,71.0
cell_function,affects,cell_or_molecular_dysfunction,0.6847305297851562,7.571312140963774,250,126.0,64,49,79,60,0.0,180,91.0
receptor,issue_in,occupation_or_discipline,0.8557329177856445,2.2419064530230615,192,97.0,38,35,118,3,0.0,176,89.0
genetic_function,process_of,organism,0.9177257418632507,4.07231362537666,155,78.5,64,49,41,3,0.0,128,65.0
nucleic_acid_nucleoside_or_nucleotide,affects,natural_phenomenon_or_process,0.8208166360855103,1.596811396807527,114,58.0,10,42,43,21,0.0,95,48.5
cell,produces,organic_chemical,0.4789925515651703,8.511179228112603,117,59.5,14,53,14,38,0.0,107,54.5
laboratory_or_test_result,manifestation_of,genetic_function,0.6147580146789551,2.4668942454826412,158,80.0,0,47,64,49,0.0,131,66.5
pharmacologic_substance,causes,anatomical_abnormality,0.7657802700996399,6.048434663566698,176,89.0,14,44,69,51,0.0,152,77.0
genetic_function,affects,organism_attribute,0.2829607427120209,6.376704027480079,167,84.5,64,49,21,35,0.0,132,67.0
body_part_organ_or_organ_component,part_of,organism,0.8725712895393372,1.6619315467141555,110,56.0,15,53,41,3,0.0,102,52.0
nucleotide_sequence,isa,idea_or_concept,0.34966418147087097,2.713323644530738,20,11.0,1,8,9,4,0.0,20,11.0
temporal_concept,issue_in,occupation_or_discipline,0.7693654894828796,1.0,137,69.5,9,9,118,3,0.0,130,66.0
physiologic_function,produces,immunologic_factor,0.8594814538955688,5.966481784573371,191,96.5,61,48,45,39,0.0,144,73.0
antibiotic,complicates,organism_function,0.7605575919151306,3.3993548612642854,165,83.5,15,39,65,48,0.0,139,70.5
fungus,interacts_with,virus,0.37577083706855774,1.4402958152958152,110,56.0,27,27,34,24,0.0,97,49.5
lipid,interacts_with,hazardous_or_poisonous_substance,0.7268083691596985,3.162507688741086,107,54.5,18,37,26,28,0.0,105,53.5
congenital_abnormality,location_of,pathologic_function,0.7154592275619507,2.5866981938025964,253,127.5,67,50,77,61,0.0,197,99.5
receptor,interacts_with,chemical,0.2685674726963043,8.60185693336834,116,59.0,38,35,27,18,0.0,103,52.5
self_help_or_relief_organization,isa,conceptual_entity,0.6557278037071228,1.0,49,25.5,2,18,28,3,0.0,47,24.5
mammal,interacts_with,human,0.4808041751384735,5.510456170313915,90,46.0,36,9,38,9,0.0,87,44.5
daily_or_recreational_activity,isa,event,0.48681390285491943,1.476840731732036,43,22.5,5,9,30,1,0.0,43,22.5
fungus,location_of,biologically_active_substance,0.571903645992279,8.596914935538875,127,64.5,27,27,37,38,0.0,107,54.5
geographic_area,isa,entity,0.7116919159889221,1.1714285714285715,94,48.0,3,13,78,2,0.0,92,47.0
congenital_abnormality,affects,alga,0.6500622034072876,6.852519377283272,161,81.5,67,50,25,21,0.0,142,72.0
regulation_or_law,affects,population_group,0.26093223690986633,48.378102059597744,73,37.5,8,15,15,37,0.0,52,27.0
population_group,associated_with,disease_or_syndrome,0.6718459725379944,13.52432210484174,189,95.5,15,37,79,60,0.0,136,69.0
therapeutic_or_preventive_procedure,treats,injury_or_poisoning,0.7509123682975769,14.629555076876965,158,80.0,28,28,65,39,0.0,125,63.5
pharmacologic_substance,interacts_with,chemical,0.7427470088005066,1.53125,101,51.5,14,44,27,18,0.0,100,51.0
spatial_concept,isa,idea_or_concept,0.14995591342449188,8.309024852055227,24,13.0,8,5,9,4,0.0,24,13.0
pathologic_function,manifestation_of,cell_function,0.717034637928009,3.3870411696122598,249,125.5,77,61,64,49,0.0,184,93.0
body_substance,causes,disease_or_syndrome,0.8630756735801697,8.679537179784896,190,96.0,26,27,79,60,0.0,142,72.0
body_part_organ_or_organ_component,part_of,rickettsia_or_chlamydia,0.8448272347450256,1.7316402438141572,124,63.0,15,53,32,26,0.0,110,56.0
tissue,part_of,human,0.81243497133255,1.9308744280788426,114,58.0,16,53,38,9,0.0,102,52.0
organophosphorus_compound,isa,physical_object,0.8721173405647278,1.431284082043165,107,54.5,14,38,56,1,0.0,106,54.0
food,isa,substance,0.3129773736000061,1.7495720262231362,57,29.5,1,23,24,11,0.0,57,29.5
medical_device,causes,acquired_abnormality,0.871064305305481,9.460722572069914,140,71.0,8,16,68,50,0.0,122,62.0
molecular_function,produces,vitamin,0.6243821382522583,7.715107682121306,181,91.5,60,47,39,37,0.0,141,71.5
entity,issue_in,biomedical_occupation_or_discipline,0.6147639155387878,2.7654719308538067,190,96.0,78,2,110,2,0.0,186,94.0
alga,interacts_with,fish,0.7837132215499878,2.3661726355313757,90,46.0,25,21,35,11,0.0,88,45.0
natural_phenomenon_or_process,result_of,mental_or_behavioral_dysfunction,0.6755834817886353,11.155803875986571,200,101.0,43,21,85,53,0.0,141,71.5
cell_or_molecular_dysfunction,process_of,invertebrate,0.7801637649536133,6.9687016884270845,181,91.5,79,60,28,16,0.0,136,69.0
genetic_function,isa,physiologic_function,0.4815739691257477,1.5292675498906876,220,111.0,64,49,61,48,0.0,168,85.0
neoplastic_process,affects,plant,0.5886206030845642,7.787979111512588,182,92.0,80,60,24,20,0.0,145,73.5
neoplastic_process,process_of,plant,0.6828634142875671,7.787979111512588,182,92.0,80,60,24,20,0.0,145,73.5
organophosphorus_compound,interacts_with,immunologic_factor,0.7892025113105774,2.880640539322528,134,68.0,14,38,45,39,0.0,111,56.5
pharmacologic_substance,affects,organ_or_tissue_function,0.8634406328201294,2.49855613367055,168,85.0,14,44,65,47,0.0,140,71.0
cell_component,produces,steroid,0.5948677062988281,7.935561756025867,115,58.5,12,52,16,37,0.0,104,53.0
natural_phenomenon_or_process,result_of,physiologic_function,0.668376624584198,3.91963755904986,171,86.5,43,21,61,48,0.0,128,65.0
diagnostic_procedure,uses,research_device,0.8006533980369568,16.31071848710445,104,53.0,26,58,10,12,0.0,98,50.0
tissue,produces,steroid,0.6048057675361633,10.021758330043303,120,61.0,16,53,16,37,0.0,108,55.0
organ_or_tissue_function,affects,mental_or_behavioral_dysfunction,0.6630775332450867,7.409323006790568,248,125.0,65,47,85,53,0.0,180,91.0
element_ion_or_isotope,interacts_with,biologically_active_substance,0.6709197759628296,2.7794259850131913,117,59.5,10,34,37,38,0.0,100,51.0
diagnostic_procedure,measures,organic_chemical,0.6401268243789673,19.227407184889355,134,68.0,26,58,14,38,0.0,124,63.0
biologically_active_substance,isa,substance,0.6701310873031616,10.284020551561325,108,55.0,37,38,24,11,0.0,92,47.0
molecular_biology_research_technique,measures,inorganic_chemical,0.6609317660331726,7.645409819405607,104,53.0,9,48,13,36,0.0,103,52.5
pathologic_function,result_of,neoplastic_process,0.5977352261543274,1.7863148782751481,276,139.0,77,61,80,60,0.0,202,102.0
experimental_model_of_disease,produces,neuroreactive_substance_or_biogenic_amine,0.6755596399307251,11.812166571590547,199,100.5,76,50,35,40,0.0,153,77.5
behavior,issue_in,biomedical_occupation_or_discipline,0.8924108743667603,1.4007964257964258,154,78.0,27,17,110,2,0.0,143,72.5
organ_or_tissue_function,process_of,archaeon,0.7606807947158813,4.922705463483622,149,75.5,65,47,34,5,0.0,122,62.0
biologic_function,affects,rickettsia_or_chlamydia,0.6443455815315247,3.577059312561177,160,81.0,59,45,32,26,0.0,130,66.0
body_part_organ_or_organ_component,part_of,alga,0.674121618270874,1.8650799496482289,112,57.0,15,53,25,21,0.0,104,53.0
body_part_organ_or_organ_component,location_of,cell_or_molecular_dysfunction,0.8679424524307251,4.491356681466832,205,103.5,15,53,79,60,0.0,155,78.5
organism_attribute,measurement_of,cell_function,0.6691016554832458,5.090764679272737,167,84.5,21,35,64,49,0.0,131,66.5
anatomical_abnormality,associated_with,organism_attribute,0.38098013401031494,7.631112123931142,174,88.0,69,51,21,35,0.0,143,72.5
idea_or_concept,issue_in,biomedical_occupation_or_discipline,0.704616367816925,1.4297619047619048,123,62.5,9,4,110,2,0.0,121,61.5
cell_function,affects,pathologic_function,0.689367413520813,6.939038685497549,249,125.5,64,49,77,61,0.0,184,93.0
group_attribute,property_of,population_group,0.4449494183063507,50.37432520138315,62,32.0,3,9,15,37,0.0,49,25.5
clinical_attribute,issue_in,occupation_or_discipline,0.8862000107765198,1.5385179750550255,180,91.0,25,36,118,3,0.0,165,83.5
pathologic_function,process_of,animal,0.6496226191520691,6.86639812823946,186,94.0,77,61,35,15,0.0,144,73.0
pathologic_function,result_of,mental_or_behavioral_dysfunction,0.7410168051719666,1.6979261478414132,274,138.0,77,61,85,53,0.0,196,99.0
chemical,affects,mental_process,0.6130804419517517,7.318051670383072,164,83.0,27,18,71,50,0.0,135,68.5
neoplastic_process,affects,fungus,0.7075642347335815,6.55217475490461,192,97.0,80,60,27,27,0.0,151,76.5
anatomical_abnormality,result_of,phenomenon_or_process,0.49298712611198425,6.443758224005744,161,81.5,69,51,21,22,0.0,121,61.5
organ_or_tissue_function,affects,fish,0.7969950437545776,4.727456793361212,156,79.0,65,47,35,11,0.0,127,64.5
hormone,complicates,experimental_model_of_disease,0.8378941416740417,5.111220382725135,193,97.5,35,34,76,50,0.0,152,77.0
quantitative_concept,measurement_of,body_space_or_junction,0.08278515934944153,38.116617140014924,53,27.5,4,17,5,29,0.0,50,26.0
organism_function,process_of,plant,0.7315037846565247,4.774846183350383,155,78.5,65,48,24,20,0.0,130,66.0
disease_or_syndrome,associated_with,neoplastic_process,0.6787124276161194,2.279959249145883,277,139.5,79,60,80,60,0.0,200,101.0
experimental_model_of_disease,result_of,genetic_function,0.7200576663017273,4.317163516096483,237,119.5,76,50,64,49,0.0,181,91.5
